country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018,region,population_1980,population_1980_total,weight_1980,weightedvalue_1980,population_2018,population_2018_total,weight_2018,weightedvalue_2018
United States,gini_pip_disposable_perCapita,gini,1979,0.345001938467581,2018,0.41407843639923,income,income,national,national,W. Offshoots,223140016.0,2961575629.0,0.07534503384448266,0.025994182730252013,332140032.0,5016756072.0,0.0662061354455266,0.02741453304531929
Uruguay,gini_pip_disposable_perCapita,gini,1981,0.436454285030306,2018,0.3968723978027348,income,income,urban,national,LAC,2953754.0,2961575629.0,0.0009973589636126763,0.00043530159338213756,3427044.0,5016756072.0,0.0006831195200275625,0.00027111128189919207
Afghanistan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.524523913860321,2018,0.515393078327179,,,,,S & SE Asia,12486640.0,4435079547.0,0.0028154263903668376,0.0014767584694608496,36686788.0,7670803939.0,0.004782652286740971,0.002464945884631951
Albania,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4676297903060913,2018,0.4912658035755157,,,,,EE & CA,2941650.0,4435079547.0,0.0006632688250179879,0.00031016426155972926,2877019.0,7670803939.0,0.00037506094835413836,0.00018425461818299076
Algeria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6086115837097168,2018,0.4879855215549469,,,,,MENA,18739378.0,4435079547.0,0.004225263110032781,0.0025715440729872944,41927008.0,7670803939.0,0.0054657905916268,0.002667226672565126
Angola,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6824657917022705,2018,0.685596764087677,,,,,SS Africa,8330053.0,4435079547.0,0.001878219524976651,0.0012818205751038525,31273538.0,7670803939.0,0.004076957024152146,0.0027951485430832367
Argentina,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6386504173278809,2018,0.5866296887397766,,,,,LAC,28024808.0,4435079547.0,0.006318896358681253,0.004035565796523409,44413592.0,7670803939.0,0.005789952702896217,0.003396558151918036
Armenia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5884222388267517,2018,0.5398642420768738,,,,,EE & CA,3135123.0,4435079547.0,0.0007068921688497508,0.00041595107260366854,2836563.0,7670803939.0,0.0003697869248851884,0.00019963473793308009
Australia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4209421575069427,2018,0.4797245562076568,,,,,W. Offshoots,14706329.0,4435079547.0,0.0033159109874247314,0.0013958067251475432,24979228.0,7670803939.0,0.00325640287493209,0.0015621764240101347
Austria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4428861737251282,2018,0.4339885413646698,,,,,W. Europe,7547564.0,4435079547.0,0.001701787740223366,0.000753698260759859,8840518.0,7670803939.0,0.0011524891093947695,0.0005001670675249033
Azerbaijan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5556126236915588,2018,0.4777764976024627,,,,,EE & CA,6383063.0,4435079547.0,0.0014392217619450965,0.0007996497792283031,10152524.0,7670803939.0,0.0013235280266234426,0.0006323505850388474
Bahamas,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467004418373108,,,,,LAC,223761.0,4435079547.0,5.0452533630734447e-05,3.422483262163232e-05,401911.0,7670803939.0,5.239489930861079e-05,3.3883804532900005e-05
Bahrain,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6506373882293701,2018,0.6628177165985107,,,,,MENA,362600.0,4435079547.0,8.175727090290225e-05,5.31943372090254e-05,1487346.0,7670803939.0,0.00019389701677004366,0.0001285183779107835
Bangladesh,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4731695652008056,2018,0.5300085544586182,,,,,S & SE Asia,83929768.0,4435079547.0,0.01892407275012062,0.008954295275002987,163683952.0,7670803939.0,0.021338565462193076,0.011309622234837547
Belarus,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.3885889053344726,2018,0.4288583397865295,,,,,EE & CA,9817256.0,4435079547.0,0.002213546768657315,0.0008601597157392052,9695573.0,7670803939.0,0.001263957868966725,0.0005420588732451895
Belgium,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4232291281223297,2018,0.4489207565784454,,,,,W. Europe,9828989.0,4435079547.0,0.0022161922679940606,0.0009379571213345748,11448598.0,7670803939.0,0.0014924899777183577,0.0006700097299830722
Belize,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467005014419556,,,,,LAC,145147.0,4435079547.0,3.272703419675552e-05,2.2200614854832017e-05,382076.0,7670803939.0,4.98091207959891e-05,3.221158339514909e-05
Benin,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5908708572387695,2018,0.5783458948135376,,,,,SS Africa,3833947.0,4435079547.0,0.000864459579443931,0.0005107839727543017,11940688.0,7670803939.0,0.0015566410111580353,0.0009002769385016439
Bhutan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6104917526245117,2018,0.5489069223403931,,,,,S & SE Asia,415266.0,4435079547.0,9.363214246763543e-05,5.7161650757054726e-05,762104.0,7670803939.0,9.935125523483934e-05,5.453459174161053e-05
Bolivia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570051193237,2018,0.6467005610466003,,,,,LAC,5736092.0,4435079547.0,0.00129334591166015,0.0008773502592171007,11606906.0,7670803939.0,0.0015131277102505539,0.0009785405391541909
Bosnia and Herzegovina,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.3890028595924377,2018,0.483072429895401,,,,,EE & CA,4199816.0,4435079547.0,0.0009469539284455139,0.00036836778606759755,3400132.0,7670803939.0,0.0004432562775738544,0.0002141248870739922
Botswana,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7046369314193726,2018,0.7003383636474609,,,,,SS Africa,938582.0,4435079547.0,0.00021162686938386044,0.0001491201078485318,2451411.0,7670803939.0,0.00031957680309576216,0.0002238118953397729
Brazil,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7033324241638184,2018,0.6808987855911255,,,,,LAC,122288384.0,4435079547.0,0.027572985490805675,0.019392974726682145,210166592.0,7670803939.0,0.027398248432797024,0.01865543408521545
Brunei,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4830913245677948,2018,0.4756689965724945,,,,,S & SE Asia,187931.0,4435079547.0,4.237376083302075e-05,2.0470396247742936e-05,434283.0,7670803939.0,5.661505670768259e-05,2.6930027215038252e-05
Bulgaria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.3329593241214752,2018,0.5472166538238525,,,,,EE & CA,8980602.0,4435079547.0,0.0020249021251658736,0.0006742100430073681,7117424.0,7670803939.0,0.0009278589384632166,0.0005077398635263933
Burkina Faso,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6732966303825378,2018,0.6545754075050354,,,,,SS Africa,6932969.0,4435079547.0,0.001563211871744135,0.001052505285819306,20392730.0,7670803939.0,0.0026584866673907566,0.001740179993654008
Burundi,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5397094488143921,2018,0.5873684883117676,,,,,SS Africa,4312846.0,4435079547.0,0.000972439378887199,0.00052483472118462,11493476.0,7670803939.0,0.0014983404727064815,0.0008800779784299453
Cambodia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6794928908348083,2018,0.5794597268104553,,,,,S & SE Asia,6198963.0,4435079547.0,0.0013977117962164028,0.000949735228964996,16025242.0,7670803939.0,0.0020891215741448243,0.0012105618166277884
Cameroon,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6413589715957642,2018,0.6376999616622925,,,,,SS Africa,8519894.0,4435079547.0,0.0019210239432487907,0.001232065940652884,25076752.0,7670803939.0,0.0032691165358176414,0.0020847154895604764
Canada,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5025491118431091,2018,0.5248655676841736,,,,,W. Offshoots,24511512.0,4435079547.0,0.0055267355952116366,0.002777456064765305,37035260.0,7670803939.0,0.0048280806411574225,0.0025340932865460593
Cape Verde,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7003399133682251,2018,0.6065521836280823,,,,,SS Africa,317249.0,4435079547.0,7.153174968746508e-05,5.0096539379196854e-05,571209.0,7670803939.0,7.446533695064893e-05,4.516711273201703e-05
Central African Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7544277906417847,2018,0.7332043051719666,,,,,SS Africa,2415284.0,4435079547.0,0.0005445863990497665,0.0004108511138486807,5094795.0,7670803939.0,0.0006641800573336229,0.00048697967744637587
Chad,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5903390645980835,2018,0.5761414170265198,,,,,SS Africa,4408239.0,4435079547.0,0.0009939481250075535,0.0005867664063759781,15604213.0,7670803939.0,0.002034234367621477,0.0011720066711254841
Chile,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7266784310340881,2018,0.7280125617980957,,,,,LAC,11469825.0,4435079547.0,0.0025861599275617234,0.0018793066385637842,18701452.0,7670803939.0,0.002438004171233974,0.0017748976623744887
China,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.3821532726287842,2018,0.5591817498207092,,,,,East Asia,982372480.0,4435079547.0,0.22150053219778248,0.08464715326839996,1417069440.0,7670803939.0,0.18473545292890584,0.10330069382270683
Colombia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7058095335960388,2018,0.6604695916175842,,,,,LAC,26176206.0,4435079547.0,0.005902082639691603,0.004165746195166008,49276968.0,7670803939.0,0.006423963953695311,0.004242832849063224
Comoros,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7391200661659241,2018,0.6214410662651062,,,,,SS Africa,328336.0,4435079547.0,7.403159211024631e-05,5.4718235258893957e-05,776322.0,7670803939.0,0.00010120477673181213,6.289280436333934e-05
Congo,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.653566837310791,2018,0.6647917032241821,,,,,SS Africa,1829262.0,4435079547.0,0.000412453030574696,0.00026956562273195507,5441061.0,7670803939.0,0.0007093208278126479,0.000471550601253957
Costa Rica,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6565482020378113,2018,0.6714146137237549,,,,,LAC,2414306.0,4435079547.0,0.0005443658844029298,0.0003574024426554666,5040738.0,7670803939.0,0.0006571329472223655,0.00044120866392445714
Cote d'Ivoire,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6423485279083252,2018,0.60120689868927,,,,,SS Africa,8303818.0,4435079547.0,0.0018723041857539877,0.0012026718375156694,25493990.0,7670803939.0,0.0033235095307785315,0.001998116857763592
Croatia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4009973108768463,2018,0.4720795154571533,,,,,EE & CA,4680144.0,4435079547.0,0.0010552559318052746,0.00042315479094075584,4160488.0,7670803939.0,0.0005423796557812139,0.00025604632509501304
Cuba,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6412375569343567,2018,0.5698387622833252,,,,,LAC,9809115.0,4435079547.0,0.0022117111758762327,0.0014182322710632887,11328243.0,7670803939.0,0.001476799966481323,0.0008415378650397732
Cyprus,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4933866560459137,2018,0.4864974319934845,,,,,EE & CA,679336.0,4435079547.0,0.00015317335186457255,7.557368787180557e-05,1218834.0,7670803939.0,0.00015889260235204142,7.730084300703005e-05
Czechia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.2766087055206299,2018,0.3802840709686279,,,,,EE & CA,10270060.0,4435079547.0,0.0023156427953917825,0.0006405269560814938,10534598.0,7670803939.0,0.0013733368866905673,0.0005222581420820701
Democratic Republic of Congo,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6060428619384766,2018,0.6034703850746155,,,,,SS Africa,26708692.0,4435079547.0,0.006022144973265797,0.0036496779746064143,87087352.0,7670803939.0,0.011353093194994774,0.006851255522171492
Denmark,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.370272547006607,2018,0.4419542551040649,,,,,W. Europe,5125397.0,4435079547.0,0.0011556493960670781,0.0004279052453284042,5766689.0,7670803939.0,0.0007517711371399972,0.00033224845292344327
Djibouti,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5906692147254944,2018,0.6009699702262878,,,,,SS Africa,324130.0,4435079547.0,7.30832438437885e-05,4.3168022250802374e-05,1057204.0,7670803939.0,0.00013782179917608763,8.28267625473868e-05
Dominican Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6713725328445435,2018,0.6843967437744141,,,,,LAC,5755808.0,4435079547.0,0.0012977913787123332,0.0008713014850299112,10765532.0,7670803939.0,0.0014034424664754817,0.0009605114541305519
East Timor,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5885335803031921,2018,0.5280606746673584,,,,,,,4435079547.0,,,,7670803939.0,,
Ecuador,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6838656663894653,2018,0.5853714942932129,,,,,LAC,8135850.0,4435079547.0,0.0018344315843226069,0.0012545047778586623,17015672.0,7670803939.0,0.0022182384187254094,0.0012984935378679066
Egypt,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5478047728538513,2018,0.57752925157547,,,,,MENA,43748552.0,4435079547.0,0.009864209093970507,0.005403660822105408,103740768.0,7670803939.0,0.013524106315970333,0.007810566998889433
El Salvador,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6686826348304749,2018,0.5999932885169983,,,,,LAC,4509000.0,4435079547.0,0.0010166672214594215,0.0006798277163912638,6276340.0,7670803939.0,0.0008182115003734813,0.0004909214088115122
Equatorial Guinea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6302743554115295,2018,0.6261404752731323,,,,,SS Africa,282517.0,4435079547.0,6.370054854847004e-05,4.0148822175747794e-05,1502102.0,7670803939.0,0.0001958206743315383,0.00012261125009425464
Eritrea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.623005747795105,2018,0.5543134212493896,,,,,SS Africa,1657983.0,4435079547.0,0.000373833881090476,0.00023290065663991835,3445380.0,7670803939.0,0.000449155007401891,0.00024897264882423715
Estonia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.3634778261184692,2018,0.484555184841156,,,,,EE & CA,1476989.0,4435079547.0,0.0003330242410193235,0.00012104692717045683,1322146.0,7670803939.0,0.00017236081257114764,8.351832539478429e-05
Eswatini,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.757526695728302,2018,0.7046753764152527,,,,,SS Africa,598568.0,4435079547.0,0.00013496217906731493,0.00010223745355715448,1160430.0,7670803939.0,0.00015127879805402493,0.00010660244396236701
Ethiopia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.546919584274292,2018,0.5543134808540344,,,,,SS Africa,34945472.0,4435079547.0,0.007879333759332006,0.004309361944012255,111129440.0,7670803939.0,0.01448732634593804,0.008030520295085275
Finland,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.3933383524417877,2018,0.4425220191478729,,,,,W. Europe,4779423.0,4435079547.0,0.001077640874160402,0.0004238774859661804,5515465.0,7670803939.0,0.0007190204630258117,0.0003181823871068207
France,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4293743968009949,2018,0.4246239066123962,,,,,W. Europe,53713836.0,4435079547.0,0.012111132490584842,0.0052002102077217975,64277812.0,7670803939.0,0.008379540464226693,0.0035581532075365904
Gabon,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6137570738792419,2018,0.5593624711036682,,,,,SS Africa,749079.0,4435079547.0,0.00016889866169518785,0.0001036627483841585,2192013.0,7670803939.0,0.00028576053011280074,0.00015984371626779042
Gambia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6584716439247131,2018,0.5642502307891846,,,,,SS Africa,718597.0,4435079547.0,0.0001620257297270073,0.00010668934861144376,2444916.0,7670803939.0,0.00031873008610864455,0.00017984352464625936
Georgia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5690982937812805,2018,0.5922427773475647,,,,,EE & CA,5145847.0,4435079547.0,0.0011602603618419383,0.0006603021922662982,3772323.0,7670803939.0,0.0004917767459575791,0.00029125122586086443
Germany,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4033848345279693,2018,0.4877957105636596,,,,,W. Europe,77786696.0,4435079547.0,0.017538962982663272,0.007074951680553803,82896696.0,7670803939.0,0.010806780705023049,0.005271501272912364
Ghana,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5526267290115356,2018,0.6078388094902039,,,,,SS Africa,11865256.0,4435079547.0,0.0026753197714403927,0.0014784532143509934,30870648.0,7670803939.0,0.004024434498064415,0.00244620747417478
Greece,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.490613579750061,2018,0.4483791589736938,,,,,W. Europe,9307159.0,4435079547.0,0.002098532597074972,0.0010295685896731443,10633275.0,7670803939.0,0.0013862008577664418,0.0006215435747739302
Guatemala,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467005014419556,,,,,LAC,6987769.0,4435079547.0,0.0015755679071701664,0.0010687976207812402,16850176.0,7670803939.0,0.002196663626654583,0.0014205834688568236
Guinea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6192516088485718,2018,0.4945793449878692,,,,,SS Africa,4972611.0,4435079547.0,0.0011211999575889457,0.0006943048775779051,12554871.0,7670803939.0,0.0016367086292179056,0.000809482281774585
Guinea-Bissau,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7046554684638977,2018,0.5519309043884277,,,,,SS Africa,831469.0,4435079547.0,0.00018747555510304807,0.0001321056751066676,1924954.0,7670803939.0,0.0002509455352147803,0.00013850459620333173
Guyana,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467005610466003,,,,,LAC,778187.0,4435079547.0,0.00017546179087732155,0.00011902574543075065,785518.0,7670803939.0,0.00010240360805029305,6.622447077932067e-05
Haiti,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467005610466003,,,,,LAC,5646680.0,4435079547.0,0.0012731857321070053,0.000863674536080545,11012427.0,7670803939.0,0.0014356287929626877,0.0009284219458636238
